City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,diapaga,12.0708,1.7889,69.57,22,0,7.09,BF,1732587364
363,belomorsk,64.5232,34.7668,39.13,96,100,13.42,RU,1732587366
364,coyhaique,-45.5752,-72.0662,45.97,98,100,5.01,CL,1732587367
365,enterprise,36.0252,-115.2419,55.62,45,75,6.91,US,1732587368
366,weyburn,49.6668,-103.8511,-3.78,84,49,5.75,CA,1732587369
367,qulsary,46.9531,54.0198,32.16,77,4,9.13,KZ,1732587370
368,laguna,38.421,-121.4238,58.17,83,100,5.99,US,1732587371
369,carnarvon,-24.8667,113.6333,77.0,46,0,20.24,AU,1732587372
370,al mijlad,11.0333,27.7333,70.7,21,0,14.83,SD,1732587374
371,beyneu,45.3167,55.2,33.64,84,7,10.0,KZ,1732587375
372,gazojak,41.1875,61.4036,44.65,42,0,8.72,TM,1732587376
373,qurayyat,31.3318,37.3428,50.18,62,40,13.8,SA,1732587377
374,acajutla,13.5928,-89.8275,78.1,77,8,7.27,SV,1732587379
375,eydhafushi,5.1033,73.0708,80.22,77,100,4.5,MV,1732587380
376,harstad,68.799,16.5293,34.16,86,100,13.0,NO,1732587384
377,howrah,22.5892,88.3103,66.2,82,20,0.0,IN,1732587215
378,koumra,8.9126,17.5539,68.79,27,16,6.26,TD,1732587386
379,tralee,52.2704,-9.7026,40.89,75,23,2.75,IE,1732587388
380,edeia,-17.3383,-49.9314,73.49,77,95,7.4,BR,1732587391
381,tura,25.5198,90.2201,66.07,73,40,2.33,IN,1732587392
382,sretensk,52.2453,117.7093,9.93,90,100,4.72,RU,1732587393
383,fisterra,42.9049,-9.2629,59.32,70,100,16.58,ES,1732587394
384,westport,41.1415,-73.3579,44.91,61,20,0.0,US,1732587308
385,arrifes,37.7667,-25.7,64.65,94,75,20.71,PT,1732587397
386,sierra grande,-41.606,-65.3557,62.24,52,100,27.18,AR,1732587352
387,debark',13.1561,37.8981,49.86,83,74,3.33,ET,1732587399
388,santa terezinha,-29.9002,-50.0904,69.69,93,100,7.0,BR,1732587401
389,sitangkai,4.6628,119.3928,81.79,76,100,1.77,PH,1732587402
390,al jawf,29.5,38.75,48.69,54,0,8.32,SA,1732587403
391,gadzhiyevo,69.2551,33.3362,24.62,87,99,8.52,RU,1732587404
392,kudahuvadhoo,2.6708,72.8944,81.41,77,100,8.01,MV,1732587405
393,duba,27.3513,35.6901,66.96,56,3,1.43,SA,1732587406
394,kentau,43.5206,68.5094,41.59,21,46,3.38,KZ,1732587407
395,mokhotlong,-29.2894,29.0675,56.75,70,3,0.25,LS,1732587408
396,smithers,54.7804,-127.1743,14.32,73,75,2.3,CA,1732587410
397,volosovo,59.4333,29.4833,40.42,83,100,15.32,RU,1732587411
398,tabalah,19.95,42.4,61.84,63,1,3.89,SA,1732587204
399,frenstat pod radhostem,49.5484,18.2108,43.48,81,0,11.5,CZ,1732587413
400,ketchikan,55.3422,-131.6461,31.98,74,100,5.75,US,1732587414
401,tadine,-21.55,167.8833,75.24,90,100,17.29,NC,1732587415
402,nova sintra,14.8667,-24.7167,77.72,75,3,15.46,CV,1732587414
403,maintirano,-18.0667,44.0167,78.15,81,13,5.21,MG,1732587417
404,verkhnevilyuysk,63.4453,120.3167,-4.54,92,100,7.94,RU,1732587419
405,mersa matruh,31.3525,27.2453,59.61,58,13,18.57,EG,1732587206
406,mabaruma,8.2,-59.7833,73.98,95,100,1.63,GY,1732587421
407,coquimbo,-29.9533,-71.3436,58.98,75,0,0.0,CL,1732587373
408,karoi,-16.8099,29.6925,66.09,81,100,4.38,ZW,1732587423
409,kailua-kona,19.6406,-155.9956,82.36,71,0,13.8,US,1732587306
410,alotau,-10.3069,150.4462,82.31,76,100,3.0,PG,1732587426
411,oudtshoorn,-33.5907,22.2014,62.11,79,100,6.67,ZA,1732587428
412,tolanaro,-25.0319,46.9987,77.07,94,20,6.91,MG,1732587429
413,san luis de la loma,17.2706,-100.8939,78.22,84,34,3.94,MX,1732587430
414,mata-utu,-13.2816,-176.1745,82.45,76,51,9.86,WF,1732587431
415,eirunepe,-6.6603,-69.8736,73.71,96,80,2.73,BR,1732587432
416,nemuro,43.3236,145.575,37.76,59,4,4.81,JP,1732587433
417,mejit,10.2753,170.8646,82.83,81,57,19.91,MH,1732587434
418,sosnogorsk,63.6023,53.8817,29.89,72,100,16.28,RU,1732587435
419,tromso,69.6496,18.957,30.22,86,100,3.44,NO,1732587436
420,birao,10.2849,22.7882,65.12,27,17,5.57,CF,1732587437
421,yaren,-0.5472,166.916,82.22,79,75,18.43,NR,1732587439
422,vorkuta,67.5,64.0,24.12,93,100,27.87,RU,1732587440
423,la ronge,55.1001,-105.2842,8.85,85,100,3.44,CA,1732587441
424,abalak,58.1286,68.5944,23.4,87,45,6.29,RU,1732587442
425,roscommon,53.6333,-8.1833,36.61,92,36,7.58,IE,1732587443
426,ylitornio,66.3089,23.6773,35.35,95,100,9.13,FI,1732587444
427,el bauga,18.262,33.9081,59.77,40,3,13.53,SD,1732587445
428,saint-francois,46.4154,3.9054,45.84,94,0,4.61,FR,1732587446
429,bernay,49.1667,0.6667,43.84,91,71,10.0,FR,1732587448
430,st. john's,47.5649,-52.7093,41.27,96,100,10.36,CA,1732587216
431,malazgirt,39.1427,42.5401,28.74,86,100,1.34,TR,1732587444
432,yeppoon,-23.1333,150.7333,79.09,69,27,15.39,AU,1732587451
433,borinskoye,52.4569,39.3713,26.8,75,0,6.02,RU,1732587452
434,luderitz,-26.6481,15.1594,60.8,73,100,15.61,NA,1732587403
435,rio gallegos,-51.6226,-69.2181,50.05,57,0,12.66,AR,1732587454
436,galliano,29.4422,-90.2992,68.0,88,40,3.44,US,1732587455
437,darnah,32.767,22.6367,60.66,64,7,17.98,LY,1732587456
438,kirakira,-10.4544,161.9205,86.61,67,66,7.94,SB,1732587457
439,coahuayana de hidalgo,18.7,-103.6583,75.25,87,29,0.87,MX,1732587459
440,thunder bay,48.4001,-89.3168,28.38,100,100,3.44,CA,1732587434
441,igboho,8.8333,3.75,69.08,26,25,5.37,NG,1732587461
442,inongo,-1.95,18.2667,70.97,96,100,1.74,CD,1732587462
443,helensburgh,56.0061,-4.7265,41.94,90,100,5.48,GB,1732587463
444,ilabaya,-17.4208,-70.5133,65.19,84,100,3.04,PE,1732587464
445,yichang,30.7144,111.2847,51.13,40,100,3.98,CN,1732587465
446,prineville,44.2999,-120.8345,38.71,92,100,1.01,US,1732587466
447,gretna,29.9147,-90.054,70.99,85,14,5.01,US,1732587468
448,mumbwa,-14.9783,27.0619,66.09,94,100,2.55,ZM,1732587469
449,bull savanna,17.8868,-77.5902,74.97,87,100,10.76,JM,1732587470
450,sarkand,45.41,79.9186,32.47,60,0,7.47,KZ,1732587471
451,lugovoye,42.9094,72.7178,38.44,43,3,3.02,KZ,1732587472
452,inirida,3.8653,-67.9239,75.45,96,67,2.77,CO,1732587473
453,polyarnyy,69.1989,33.4478,24.51,86,98,8.32,RU,1732587474
454,ma'rib,15.4591,45.3253,65.7,43,59,1.9,YE,1732587476
455,geraldton,-28.7667,114.6,73.81,23,0,16.46,AU,1732587477
456,anqing,30.5092,117.0506,50.14,26,0,5.73,CN,1732587423
457,uvalde,29.3669,-99.767,65.39,35,0,13.8,US,1732587480
458,nasir,15.5894,32.5634,68.49,34,0,17.09,SD,1732587481
459,bubaque,11.2833,-15.8333,83.48,64,0,9.86,GW,1732587482
460,daman,20.4167,72.85,71.55,50,82,8.57,IN,1732587484
461,robertsport,6.7533,-11.3686,80.38,77,12,4.29,LR,1732587485
462,nanpiao,41.0982,120.7479,26.11,49,0,15.82,CN,1732587486
463,madang,-5.2246,145.7966,82.8,75,99,3.42,PG,1732587490
464,bikenibeu village,1.3673,173.1241,89.56,62,20,17.27,KI,1732587492
465,aosta,45.7667,7.4167,30.99,93,100,4.32,IT,1732587493
466,alaghsas,17.0187,8.0168,67.37,32,3,11.39,NE,1732587494
467,kayangel,8.0823,134.7173,83.88,80,72,21.61,PW,1732587405
468,fernley,39.608,-119.2518,38.21,80,100,1.99,US,1732587496
469,mana,5.6592,-53.7767,78.44,88,24,8.5,GF,1732587497
470,porbandar,21.6422,69.6093,72.77,41,4,9.82,IN,1732587498
471,kiunga,-6.1219,141.2906,91.69,57,87,2.71,PG,1732587500
472,new plymouth,-39.0667,174.0833,67.8,100,74,12.39,NZ,1732587501
473,uturoa,-16.7333,-151.4333,80.58,78,98,12.44,PF,1732587502
474,dizangue,3.7667,9.9833,74.62,94,98,1.66,CM,1732587503
475,grand haven,43.0631,-86.2284,41.18,95,100,4.0,US,1732587504
476,bom jesus da lapa,-13.255,-43.4181,70.48,92,64,5.35,BR,1732587506
477,sochi,43.6,39.7303,46.49,85,99,11.32,RU,1732587507
478,thurso,58.5927,-3.5259,43.05,79,100,25.81,GB,1732587508
479,nenjiang,49.1833,125.2167,23.56,96,100,7.45,CN,1732587509
480,hithadhoo,-0.6,73.0833,82.8,75,100,15.5,MV,1732587510
481,mozhga,56.4447,52.2276,28.9,69,1,2.28,RU,1732587511
482,boysun,38.2061,67.1986,48.09,39,2,6.35,UZ,1732587513
483,ust'-kulom,61.6864,53.6902,26.64,70,100,12.01,RU,1732587514
484,sao jose da coroa grande,-8.8978,-35.1478,77.34,80,57,6.46,BR,1732587515
485,khandud,36.9513,72.318,6.82,74,11,2.53,AF,1732587516
486,egilsstadir,65.2653,-14.3948,17.51,57,0,8.05,IS,1732587517
487,akureyri,65.6835,-18.0878,26.53,68,0,17.27,IS,1732587518
488,taltal,-25.4,-70.4833,62.87,86,39,3.8,CL,1732587520
489,natal,-5.795,-35.2094,75.85,88,40,4.61,BR,1732587326
490,macau,22.2006,113.5461,67.73,73,20,21.85,MO,1732587522
491,lima,-12.0432,-77.0282,66.9,82,40,14.97,PE,1732587458
492,karmala,18.4167,75.2,63.07,59,94,6.2,IN,1732587524
493,rio pardo,-29.9897,-52.3781,71.15,93,100,3.8,BR,1732587525
494,saudarkrokur,65.7461,-19.6394,18.81,75,5,18.54,IS,1732587527
495,ihosy,-22.4,46.1167,68.18,89,39,5.41,MG,1732587528
496,ulladulla,-35.35,150.4667,85.32,45,100,7.05,AU,1732587529
497,turan,16.0678,108.2208,76.98,94,75,10.36,VN,1732587530
498,jamai,22.2,78.5833,58.17,52,8,4.61,IN,1732587531
499,kurchatov,51.6601,35.6521,27.0,72,3,5.46,RU,1732587533
500,judendorf,47.1333,13.8,29.73,95,44,3.87,AT,1732587534
501,argo,37.6333,22.7333,45.99,60,0,3.33,GR,1732587327
502,santa luzia,-19.7697,-43.8514,69.78,75,0,3.44,BR,1732587538
503,korla,41.7597,86.1469,30.78,57,0,11.21,CN,1732587539
504,sepuka,-4.75,34.5333,65.52,80,97,3.27,TZ,1732587540
505,happy valley-goose bay,53.3168,-60.3315,35.91,87,100,6.91,CA,1732587407
506,al bahah,20.0129,41.4677,54.32,75,0,2.08,SA,1732587543
507,zykovo,55.9519,93.1461,19.4,87,100,5.21,RU,1732587544
508,vanimo,-2.6741,141.3028,81.3,80,100,2.39,PG,1732587545
509,bereket,39.2446,55.5154,52.52,70,7,10.85,TM,1732587546
510,centerton,36.3598,-94.2852,39.58,75,0,10.36,US,1732587415
511,kencong,-8.2833,113.3667,80.38,82,100,0.98,ID,1732587549
512,inhambane,-23.865,35.3833,75.25,80,0,9.69,MZ,1732587403
513,villa gesell,-37.2639,-56.973,62.04,69,0,17.78,AR,1732587352
514,bighapur khurd,26.35,80.6833,62.76,46,1,3.56,IN,1732587553
515,poso,-1.3959,120.7524,84.07,74,100,4.16,ID,1732587554
516,urangan,-25.3,152.9,77.4,70,18,13.4,AU,1732587555
517,taretan,19.3333,-101.9167,65.26,79,0,6.35,MX,1732587556
518,vila franca do campo,37.7167,-25.4333,66.61,99,100,15.55,PT,1732587545
519,rawson,-43.3002,-65.1023,55.69,82,0,6.91,AR,1732587422
520,al bawiti,28.3492,28.8659,58.62,52,100,11.92,EG,1732587560
521,san julian,21.0167,-102.1667,63.07,23,100,2.28,MX,1732587561
522,sofifi,0.7349,127.576,84.49,74,13,1.66,ID,1732587562
523,ishigaki,24.3448,124.1572,71.73,88,75,16.11,JP,1732587563
524,anasco,18.2827,-67.1396,79.07,86,62,4.0,PR,1732587565
525,dolinsk,47.35,142.8,32.94,53,61,1.74,RU,1732587566
526,susaki,33.3667,133.2833,64.11,86,100,10.78,JP,1732587567
527,benguela,-12.5763,13.4055,75.7,86,80,6.26,AO,1732587568
528,lorengau,-2.0226,147.2712,84.97,74,82,9.13,PG,1732587569
529,neijiang,29.5835,105.0622,47.59,76,100,3.31,CN,1732587571
530,goiatuba,-18.0125,-49.3547,68.86,75,40,11.79,BR,1732587572
531,chimoio,-19.1164,33.4833,71.46,83,40,1.19,MZ,1732587573
532,port hueneme,34.1478,-119.1951,63.84,70,100,4.61,US,1732587574
533,aioun,16.6614,-9.6149,74.05,14,0,10.67,MR,1732587575
534,crucecita,-28.95,-58.9833,72.19,95,33,10.54,AR,1732587576
535,namdrik,5.5994,168.1028,84.25,73,55,14.83,MH,1732587579
536,ataq,14.5377,46.8319,64.71,55,0,6.51,YE,1732587580
537,hobyo,5.3505,48.5268,80.62,77,68,11.92,SO,1732587581
538,moussoro,13.6408,16.4901,67.75,32,9,11.5,TD,1732587582
539,badiyah,22.45,58.8,66.7,82,0,4.41,OM,1732587583
540,undurkhaan,47.3194,110.6556,10.15,34,100,17.27,MN,1732587585
541,alofi,-19.0595,-169.9187,80.49,83,75,13.8,NU,1732587586
542,machachi,-0.5,-78.5667,54.75,97,79,1.72,EC,1732587587
543,pyu,18.4833,96.4333,72.59,77,100,7.65,MM,1732587588
544,almeirim,-1.5233,-52.5817,80.37,73,54,5.7,BR,1732587590
545,esquina,-30.0144,-59.5272,70.47,99,83,4.88,AR,1732587591
546,basco,20.4487,121.9702,79.2,81,10,11.81,PH,1732587592
547,port lincoln,-34.7333,135.8667,77.11,56,100,11.34,AU,1732587404
548,hashtpar,37.8008,48.9037,57.85,94,86,0.4,IR,1732587594
549,morant bay,17.8815,-76.4093,78.78,88,100,12.1,JM,1732587569
550,prado,-17.3411,-39.2208,71.06,76,0,8.03,BR,1732587596
551,uzhur,55.3036,89.8339,13.78,87,99,5.28,RU,1732587597
552,nadi,-17.8,177.4167,87.8,58,75,11.5,FJ,1732587599
553,huarmey,-10.0681,-78.1522,67.06,86,96,7.14,PE,1732587600
554,cidreira,-30.1811,-50.2056,68.88,94,93,9.37,BR,1732587601
555,dolbeau-mistassini,48.8763,-72.212,32.47,80,100,7.27,CA,1732587419
556,aras-asan,8.8908,126.3033,82.15,81,59,7.2,PH,1732587603
557,alanya,36.5438,31.9998,46.87,42,3,6.26,TR,1732587455
558,angaur state,6.906,134.13,84.2,77,100,16.55,PW,1732587605
559,altamira,-3.2033,-52.2064,74.46,87,100,3.33,BR,1732587607
560,ponta delgada,37.7333,-25.6667,66.92,94,75,20.71,PT,1732587608
561,botro,7.8525,-5.3106,70.97,58,6,0.49,CI,1732587609
562,laibin,23.7,109.2667,59.86,43,88,13.91,CN,1732587610
563,lambarene,-0.7001,10.2406,73.33,97,100,2.93,GA,1732587611
564,vung tau,10.346,107.0843,80.17,73,100,8.77,VN,1732587612
565,akrehamn,59.2667,5.1833,48.45,87,100,26.46,NO,1732587343
566,chandbali,20.7833,86.7667,67.41,63,83,5.35,IN,1732587614
567,hammerfest,70.6634,23.6821,30.65,80,75,11.5,NO,1732587616
568,gympie,-26.1898,152.665,81.59,52,83,7.43,AU,1732587617
569,usogorsk,63.4106,48.6872,31.28,91,100,14.94,RU,1732587618
570,senillosa,-39.0,-68.4167,64.18,36,0,27.04,AR,1732587619
571,pijijiapan,15.7011,-93.23,73.56,76,0,5.41,MX,1732587620
572,nagqu,31.5,92.0,19.04,22,100,1.88,CN,1732587621
573,narrabri,-30.3167,149.7833,91.53,37,13,4.0,AU,1732587622
574,gereida,11.2811,25.1414,64.94,24,0,10.98,SD,1732587623
575,leskovac,42.9981,21.9461,33.3,89,100,3.62,RS,1732587437
576,luchegorsk,46.4764,134.2569,30.36,77,100,5.37,RU,1732587626
577,porto novo,6.4965,2.6036,82.22,84,71,4.34,BJ,1732587627
578,acarau,-2.8856,-40.12,78.44,75,3,12.15,BR,1732587628
